timestamp,user_id,item_id,score,feature_1,feature_2,feature_3,label
2025-11-07T12:11:19Z,40,920,0.78374,0.81273,-1.06363,0.40289,1
2025-11-07T11:50:04Z,3,321,0.2943,1.3565,0.60202,-0.36615,1
2025-11-07T11:48:58Z,56,16,0.54465,1.22486,-2.2285,-2.37611,1
2025-11-07T11:35:45Z,95,486,0.1497,-0.09247,0.40591,-0.28867,0
2025-11-07T12:02:52Z,45,437,0.70629,-1.6459,0.03056,-0.45,0
2025-11-07T11:34:59Z,91,306,0.3807,-1.74234,0.67404,-1.77481,0
2025-11-07T12:15:13Z,93,743,0.34674,0.37738,-0.67497,-2.38065,1
2025-11-07T11:48:54Z,30,210,0.60412,-0.42244,0.43495,-0.63639,1
2025-11-07T11:33:20Z,40,7,0.63165,0.97982,-1.37725,0.15985,1
2025-11-07T12:02:08Z,42,571,0.41636,0.69617,-0.56114,-0.92224,0
2025-11-07T12:16:18Z,2,519,0.52487,0.32477,-1.06231,-0.6252,1
2025-11-07T12:00:27Z,36,305,0.91889,-1.37304,-1.97829,-0.76486,0
2025-11-07T12:25:10Z,14,410,0.72372,1.18615,-2.07514,-0.01037,1
2025-11-07T11:39:33Z,70,761,0.2086,1.10252,1.16078,1.1071,1
2025-11-07T12:15:57Z,36,194,0.58582,-0.01675,0.19864,-1.60783,1
2025-11-07T12:19:31Z,39,841,0.34458,0.364,-0.03734,0.14707,0
2025-11-07T12:05:18Z,36,79,0.48691,0.61244,0.00661,-0.39256,1
2025-11-07T11:42:50Z,61,424,0.56611,0.11111,-1.3285,0.92748,1
2025-11-07T12:28:32Z,99,924,0.74781,-0.98967,-1.69606,0.26678,1
2025-11-07T11:39:33Z,49,665,0.12735,1.20226,-0.09083,-0.46949,0
2025-11-07T11:43:01Z,93,681,0.1455,0.17019,1.1604,0.95644,1
2025-11-07T12:23:33Z,41,226,0.759,-0.48741,-1.54599,0.03594,0
2025-11-07T12:25:12Z,90,695,0.43947,1.39826,0.95165,-0.425,1
2025-11-07T11:44:54Z,91,893,0.75486,-0.66072,0.47053,-0.59513,1
2025-11-07T12:06:49Z,82,424,0.20731,-0.33267,0.26007,0.78114,1
2025-11-07T11:34:13Z,6,609,0.13712,-1.153,1.21664,0.78485,1
2025-11-07T12:27:58Z,94,808,0.30542,0.07664,1.5005,0.95683,0
2025-11-07T12:25:29Z,28,630,0.52923,0.29694,0.36165,-0.76768,1
2025-11-07T11:50:26Z,55,538,0.48837,-0.81354,-1.55301,0.58812,0
2025-11-07T12:01:01Z,27,133,0.62301,0.06652,-0.2135,-0.20859,1
2025-11-07T12:25:24Z,78,912,0.26722,1.39617,-0.48082,0.86006,0
2025-11-07T12:01:17Z,15,754,0.74561,0.49066,-0.3974,2.48476,1
2025-11-07T11:42:10Z,53,653,0.67616,0.41611,-0.5707,0.58901,0
2025-11-07T12:10:56Z,90,218,0.3297,0.66373,1.35509,0.15339,0
2025-11-07T11:43:18Z,29,787,0.16407,0.42266,0.24371,-0.29162,0
2025-11-07T11:30:40Z,70,574,0.13925,-0.36953,0.73382,0.0492,0
2025-11-07T12:16:00Z,18,336,0.31863,-1.9618,-0.23082,-1.0395,0
2025-11-07T12:10:13Z,58,938,0.29186,-1.5681,-1.34844,-0.55363,1
2025-11-07T11:50:36Z,80,376,0.6596,-2.42768,-0.41827,-0.18626,1
2025-11-07T12:05:06Z,15,22,0.81955,-0.16168,-1.27543,1.19824,1
2025-11-07T11:46:44Z,12,934,0.47787,0.84663,0.28538,-0.41454,0
2025-11-07T11:58:21Z,76,386,0.48152,-0.5111,-0.54159,-0.04395,1
2025-11-07T12:24:40Z,38,218,0.22052,-0.89176,0.16458,-1.12762,1
2025-11-07T11:40:16Z,43,638,0.39531,-1.48291,-0.95763,-0.21068,0
2025-11-07T12:28:14Z,85,337,0.29822,0.15183,-0.27592,0.14709,0
2025-11-07T11:43:08Z,68,507,0.44152,0.3763,-0.29442,-0.01704,1
2025-11-07T12:26:29Z,6,467,0.11708,-0.16827,1.53033,0.02869,0
2025-11-07T12:23:02Z,39,421,0.24384,2.00733,1.14283,-0.81729,0
2025-11-07T12:20:21Z,33,655,0.35814,0.48761,0.44136,0.75359,1
2025-11-07T12:20:37Z,3,270,0.46055,-3.11986,-0.05276,0.95899,1
2025-11-07T11:46:04Z,67,856,0.08698,0.51586,1.86484,0.06402,0
2025-11-07T11:43:04Z,3,869,0.69451,0.16529,-1.56079,0.62907,1
2025-11-07T11:35:48Z,58,54,0.28141,0.76985,-0.64411,0.02616,0
2025-11-07T12:20:13Z,60,23,0.54322,1.01316,0.58043,0.46962,1
2025-11-07T12:28:35Z,53,804,0.35976,-0.93095,-0.48786,0.61128,0
2025-11-07T12:16:45Z,37,441,0.04381,-1.38922,1.83313,-0.66606,0
2025-11-07T12:17:01Z,16,438,0.4737,0.0001,1.0257,0.28071,1
2025-11-07T12:16:48Z,91,194,0.57662,-0.69593,0.79198,0.38306,0
2025-11-07T12:11:29Z,24,698,0.31301,0.40247,-0.34084,-1.28729,1
2025-11-07T12:15:19Z,42,8,0.21553,-0.44197,0.36036,-1.059,0
2025-11-07T11:48:25Z,36,264,0.66342,0.83111,0.24629,0.6123,1
2025-11-07T11:46:49Z,64,469,0.14158,-0.22706,0.56451,-0.94846,0
2025-11-07T11:39:30Z,64,395,0.56434,-0.83503,-0.78364,-0.46205,1
2025-11-07T11:53:50Z,18,948,0.39192,-1.19786,-0.40516,0.81287,0
2025-11-07T11:36:14Z,52,113,0.25794,1.28442,-0.51738,0.28313,1
2025-11-07T12:01:30Z,26,457,0.1722,0.36915,1.1407,0.76827,0
2025-11-07T11:31:24Z,93,988,0.0991,0.67538,1.59929,0.17897,0
2025-11-07T12:27:13Z,89,177,0.18096,-0.54696,1.8497,0.32181,0
2025-11-07T11:39:11Z,9,486,0.25284,-0.13402,-0.99237,-1.72185,1
2025-11-07T12:13:49Z,96,636,0.22145,-0.34342,0.58685,0.41818,1
2025-11-07T12:24:58Z,28,610,0.66175,-0.19668,-0.62788,-1.69131,1
2025-11-07T12:17:49Z,13,377,0.41296,-0.27188,-0.29162,-1.37797,0
2025-11-07T12:18:50Z,69,112,0.68195,-0.05602,-0.43699,0.16048,1
2025-11-07T11:50:08Z,20,615,0.40301,-0.44881,0.06769,-0.47761,1
2025-11-07T11:30:35Z,42,511,0.28426,0.39497,-0.10968,-1.16555,0
2025-11-07T12:25:49Z,84,826,0.36356,0.955,0.90972,-0.1419,0
2025-11-07T11:57:47Z,46,168,0.23122,-1.00366,1.802,-0.27153,1
2025-11-07T12:02:31Z,3,253,0.30246,-0.35878,-0.10338,-0.4483,1
2025-11-07T11:43:11Z,38,820,0.42972,-1.31059,-0.86752,0.67076,0
2025-11-07T11:34:48Z,0,101,0.61949,-0.06329,-1.77343,-0.75016,0
2025-11-07T11:29:44Z,96,594,0.31245,-1.41693,-0.07237,1.06983,1
2025-11-07T12:27:23Z,45,123,0.49637,0.39794,0.98738,-0.11358,0
2025-11-07T12:06:44Z,35,364,0.524,-0.8255,-1.0268,1.41784,1
2025-11-07T11:59:23Z,67,827,0.1433,0.02532,0.81393,0.91604,0
2025-11-07T11:40:51Z,27,18,0.69964,-0.34302,-1.1816,0.27563,1
2025-11-07T12:23:20Z,78,668,0.75928,-0.52754,-1.53444,-0.20826,1
2025-11-07T12:24:18Z,19,568,0.1639,-0.22167,0.75402,-2.68546,0
2025-11-07T11:59:21Z,23,789,0.15086,-0.3101,-0.0037,-0.38939,0
2025-11-07T11:53:04Z,10,92,0.33276,0.32545,0.04618,0.70246,0
2025-11-07T11:59:17Z,30,321,0.28137,0.61112,1.70232,-0.17317,0
2025-11-07T11:31:07Z,95,79,0.10991,0.69099,1.0137,-0.96957,0
2025-11-07T12:17:46Z,11,112,0.7729,-1.1991,-1.01078,-0.12898,1
2025-11-07T12:26:26Z,85,352,0.04142,0.70328,1.56056,-0.76374,0
2025-11-07T11:48:43Z,59,389,0.30455,0.72483,0.05946,0.96478,1
2025-11-07T11:41:55Z,12,887,0.62397,-0.12358,-0.06193,-0.63927,1
2025-11-07T12:16:13Z,56,635,0.18051,0.18597,-0.35026,-1.43156,0
2025-11-07T11:33:03Z,65,959,0.18789,-0.5787,-0.03957,-0.77367,0
2025-11-07T12:22:59Z,45,672,0.63676,-0.58585,-1.44542,0.19505,1
2025-11-07T12:07:15Z,55,223,0.40925,-1.91654,0.21268,0.10247,1
2025-11-07T12:09:39Z,60,145,0.35684,-0.72479,0.99211,-0.12599,1
2025-11-07T11:41:02Z,36,219,0.87634,0.05939,-1.06582,-0.86455,1
2025-11-07T11:31:26Z,90,793,0.2578,0.60141,0.5821,1.68987,0
2025-11-07T12:15:34Z,91,758,0.65461,-1.78894,0.8278,-1.11342,1
2025-11-07T12:20:10Z,21,814,0.7108,1.77652,-1.63484,-0.38741,1
2025-11-07T11:56:39Z,27,445,0.37066,0.98199,-0.94041,-2.20915,0
2025-11-07T11:40:07Z,49,920,0.67557,1.20043,-1.9287,-0.42951,0
2025-11-07T11:59:10Z,96,278,0.86262,1.23967,-3.0975,-0.01651,1
2025-11-07T11:53:17Z,95,627,0.45498,-0.78087,0.10018,1.3621,1
2025-11-07T12:24:42Z,77,969,0.38139,-0.89113,0.70551,-0.20065,0
2025-11-07T11:52:42Z,29,880,0.06265,0.5006,1.44659,0.66766,0
2025-11-07T12:25:20Z,71,786,0.09158,1.83407,1.46891,-0.44799,0
2025-11-07T12:28:05Z,9,437,0.51871,0.93247,-1.34499,1.08702,0
2025-11-07T12:26:42Z,74,828,0.40871,-0.05151,-0.76978,0.17371,0
2025-11-07T11:49:24Z,90,527,0.51702,0.99834,0.1707,0.25931,1
2025-11-07T11:39:36Z,45,564,0.623,0.45963,-0.96185,0.81879,1
2025-11-07T11:49:41Z,1,308,0.70403,-0.03556,-0.25478,0.01406,1
2025-11-07T11:59:06Z,92,414,0.74337,0.12849,-0.61665,-1.39348,1
2025-11-07T11:50:40Z,36,828,0.58019,0.78603,0.04303,-0.24347,1
2025-11-07T12:22:05Z,73,172,0.57309,0.10613,-1.68949,0.61976,0
2025-11-07T12:07:40Z,70,264,0.36958,-0.47985,0.45884,1.32065,1
2025-11-07T11:44:04Z,7,854,0.2322,-0.28252,0.02147,0.17985,0
2025-11-07T12:23:00Z,64,690,0.20316,0.07914,0.06636,-0.14041,1
2025-11-07T12:06:39Z,6,62,0.15022,-0.36239,1.00048,0.17824,0
2025-11-07T11:51:11Z,77,552,0.61481,-2.00098,-0.11491,-0.25573,0
2025-11-07T12:12:07Z,40,981,0.7179,1.69993,-0.977,0.33487,1
2025-11-07T11:42:15Z,61,645,0.50214,0.04976,-0.09448,-0.83858,0
2025-11-07T12:24:53Z,12,239,0.34927,-1.22628,0.10226,0.53144,0
2025-11-07T12:17:03Z,41,875,0.30493,-0.62689,-0.31676,-0.21647,1
2025-11-07T11:40:52Z,1,196,0.32343,-0.13739,-0.31712,-1.8721,1
2025-11-07T12:20:34Z,50,260,0.23785,1.15944,0.80456,0.04724,0
2025-11-07T12:08:37Z,60,33,0.58035,-0.27479,0.26722,0.43591,0
2025-11-07T11:55:09Z,88,9,0.50532,-0.37042,-0.70009,1.7069,0
2025-11-07T12:20:28Z,76,760,0.3713,1.83922,0.83155,-0.38003,0
2025-11-07T12:22:58Z,25,492,0.41345,-1.02679,0.3886,-0.40428,0
2025-11-07T12:04:24Z,49,438,0.41635,-0.19214,-0.30952,0.77891,0
2025-11-07T11:41:16Z,58,477,0.04516,1.28751,2.25426,-0.87862,0
2025-11-07T11:41:11Z,34,512,0.12056,-1.6481,0.25229,-0.46293,0
2025-11-07T11:58:05Z,98,880,0.21796,-0.43508,1.0337,-1.59145,1
2025-11-07T12:16:04Z,39,205,0.63234,0.13999,-1.58745,0.52132,1
2025-11-07T12:27:27Z,95,756,0.29191,0.36638,-0.65152,1.66822,0
2025-11-07T11:37:55Z,49,452,0.26863,-0.3133,0.4402,0.34785,0
2025-11-07T12:03:20Z,8,658,0.39042,1.39188,0.10418,0.13009,1
2025-11-07T12:10:43Z,37,652,0.22786,0.5487,0.0886,1.45672,0
2025-11-07T11:29:10Z,14,234,0.6834,-1.56049,-0.74689,0.18632,1
2025-11-07T11:40:22Z,47,961,0.74426,-0.27913,-0.04836,0.23915,1
