timestamp,node_id,metric_cpu,metric_mem,latency_ms,request_rate
2025-11-07T11:27:12Z,0,78.10317085470223,109.53234945022135,200.93378612742117,67.22907801886667
2025-11-07T11:27:12Z,1,53.13761860479161,62.68716076721677,17.52728279746293,49.116885689672586
2025-11-07T11:27:12Z,2,72.7032019055201,115.8460012379274,191.40529163316774,61.83713468678437
2025-11-07T11:27:12Z,3,69.82068397737848,92.24228172345624,195.76961624523585,4.712068928152547
2025-11-07T11:27:12Z,4,47.184463622652245,45.31922080451077,42.752790033621615,62.19820861698065
2025-11-07T11:27:12Z,5,77.84846065906748,92.30001598656264,171.1545765401142,0.0
2025-11-07T11:27:12Z,6,81.01134154417666,130.04251044698933,226.30357980370752,2.721419271887086
2025-11-07T11:27:12Z,7,45.065194808677056,67.16931968767841,44.582517766770465,107.43912211168852
2025-11-07T11:27:12Z,8,89.32575367468917,117.12482766126404,184.76616715591808,30.40718888641672
2025-11-07T11:27:12Z,9,59.99412980394518,58.366773268246924,79.42206699972083,86.58579385417308
2025-11-07T11:27:12Z,10,93.67855192226779,97.84674401069853,152.93034452238817,0.0
2025-11-07T11:27:12Z,11,62.70623880239852,113.01772431548696,189.51916130368488,13.762212367511808
2025-11-07T11:27:12Z,12,39.52305585932515,68.88537665850232,31.36927913095912,61.979346056440846
2025-11-07T11:27:12Z,13,65.22616178917727,68.80821694980817,83.28253258923027,98.98647537632046
2025-11-07T11:27:12Z,14,30.75674860489172,40.67244949506902,28.343942722688087,118.43334873225986
2025-11-07T11:27:12Z,15,70.3316521498112,50.57965864831909,88.66673372159457,85.8028456310625
2025-11-07T11:27:12Z,16,58.94032739277807,55.32618684329859,38.27298183276834,107.48116197332466
2025-11-07T11:27:12Z,17,51.13773753111627,78.73619679438237,84.81031961351624,97.45907139897155
2025-11-07T11:27:12Z,18,51.388466127184664,55.29928163966028,57.03945288294701,74.12696759767681
2025-11-07T11:27:12Z,19,39.88841891412284,48.88974934961776,35.607044699877214,147.63412241390117
2025-11-07T11:28:12Z,0,77.32039554506386,102.5205584834356,196.1864108655794,52.99729625949212
2025-11-07T11:28:12Z,1,52.59114448607908,66.93267223559302,27.448801746524616,50.195295722421484
2025-11-07T11:28:12Z,2,70.57411942928402,110.65481194576647,179.1563085478498,67.62345070023716
2025-11-07T11:28:12Z,3,70.94644663490094,87.33032860733906,181.2393354210208,0.0
2025-11-07T11:28:12Z,4,49.05366814782288,45.76909033368437,43.950419466719,64.27538158419874
2025-11-07T11:28:12Z,5,76.9219904981886,92.49222645850064,162.45457893482805,22.860870272416125
2025-11-07T11:28:12Z,6,83.07604107807734,127.04754519140272,218.3992798566466,10.798839940541468
2025-11-07T11:28:12Z,7,45.18887512244396,64.93697627913832,38.45129396475515,109.65053553789484
2025-11-07T11:28:12Z,8,91.30464317048012,119.36715336932,163.56079617688522,41.370035452592084
2025-11-07T11:28:12Z,9,60.397270327901516,57.46576563371945,69.04768305576455,76.35185834392531
2025-11-07T11:28:12Z,10,91.53023593237033,93.95186384365067,139.9026522924046,0.001954695835042486
2025-11-07T11:28:12Z,11,61.901190449489384,112.86773982705078,172.98413232818334,12.085463694491152
2025-11-07T11:28:12Z,12,38.565877290143376,73.29168708384948,29.146253001448894,41.44526591858477
2025-11-07T11:28:12Z,13,66.53047082612117,68.04026355960127,80.59100449131466,93.0025728376409
2025-11-07T11:28:12Z,14,27.234360230782272,35.021616921086256,29.015773138205248,114.91273765734793
2025-11-07T11:28:12Z,15,70.15751879455821,46.367907770584836,80.38122489354187,75.36991743336037
2025-11-07T11:28:12Z,16,59.13068030331537,55.84888730049546,38.11813308654089,105.9462440130865
2025-11-07T11:28:12Z,17,51.58315783709196,79.56157917077257,92.36552539068586,82.49062857810893
2025-11-07T11:28:12Z,18,49.890935224366245,57.34587371185485,54.81348959413797,77.1751102293801
2025-11-07T11:28:12Z,19,40.182872228337054,51.05779417336903,40.955415928412066,152.60106238447517
2025-11-07T11:29:12Z,0,76.61746653663627,101.33181082838703,188.3054001418876,59.31279929347825
2025-11-07T11:29:12Z,1,53.375332003131646,63.74035555273876,32.592908438504686,68.62478197700207
2025-11-07T11:29:12Z,2,69.28988857956347,106.05599027466162,168.93482256099324,75.64641979965486
2025-11-07T11:29:12Z,3,70.38408941893613,89.50883274796176,169.01764206862862,2.898229052624754
2025-11-07T11:29:12Z,4,48.049875239229806,49.66769385924367,36.11913122799595,81.68564664384441
2025-11-07T11:29:12Z,5,73.63986371720829,91.39543410489304,153.07666810354638,7.696876120355025
2025-11-07T11:29:12Z,6,82.34168649596457,124.92774918485526,213.24346020616045,9.502907334609292
2025-11-07T11:29:12Z,7,47.80253376999081,61.22249921265423,42.247551395883725,118.52726884388437
2025-11-07T11:29:12Z,8,91.91932266792206,116.13021819747428,146.6346920981191,41.962571228880954
2025-11-07T11:29:12Z,9,61.77295833611994,59.4346804021878,71.26794120595224,94.9759470820502
2025-11-07T11:29:12Z,10,93.39469279857516,93.68008934541751,124.550489090819,0.0
2025-11-07T11:29:12Z,11,61.37172564310206,103.32331137425071,163.31849956870494,25.389424493322846
2025-11-07T11:29:12Z,12,37.58064956725737,78.54524902781193,30.540305078552286,28.161601579303124
2025-11-07T11:29:12Z,13,65.50023905500039,69.64352866393956,75.05689461541866,95.26845805779979
2025-11-07T11:29:12Z,14,30.093331883333764,36.70768820374032,20.95711624773442,126.39390323409967
2025-11-07T11:29:12Z,15,66.45666542472901,47.2596596222745,82.35892761139425,79.29638172815469
2025-11-07T11:29:12Z,16,55.40834123596415,56.803111015168284,22.268967319878737,123.34180180552329
2025-11-07T11:29:12Z,17,49.21143609310031,80.18839942680256,97.06987939603705,90.37856299669558
2025-11-07T11:29:12Z,18,48.07980621141678,55.71984841245949,48.702558364483224,71.86878111245878
2025-11-07T11:29:12Z,19,38.53318745499708,48.5833834646418,41.13820219010058,160.5462118505396
2025-11-07T11:30:12Z,0,75.28575843064012,98.55906316610928,168.0554390880983,76.44815339595043
2025-11-07T11:30:12Z,1,56.630773741137574,59.90981159736493,30.52005404455903,64.57767659774238
2025-11-07T11:30:12Z,2,65.15309806169267,102.46204100537888,161.11823534126466,68.19319033183267
2025-11-07T11:30:12Z,3,71.66212236260974,89.8914977859029,158.5202075246748,1.5915199377897693
2025-11-07T11:30:12Z,4,48.89188961668585,46.30457329233853,44.414726722746366,75.70203409725045
2025-11-07T11:30:12Z,5,71.21205615213836,86.35704332369814,134.5313214173403,5.890243267674231
2025-11-07T11:30:12Z,6,80.89393997818539,124.05791466726238,197.38739108930278,18.96763760638491
2025-11-07T11:30:12Z,7,49.24230940596533,65.4892011179887,42.64983298923803,110.1824006522946
2025-11-07T11:30:12Z,8,93.24417664212216,113.45015206936635,141.06432566752693,66.30221174116933
2025-11-07T11:30:12Z,9,61.943189003625285,57.32359233283851,71.05870367256361,96.73237590825721
2025-11-07T11:30:12Z,10,90.48945738059943,84.55889876339819,108.17508099464396,19.619963475529538
2025-11-07T11:30:12Z,11,58.515092982577,99.39653552534942,147.17730131628375,13.644792431034737
2025-11-07T11:30:12Z,12,38.09978206137162,79.08475009468778,31.86142995418857,38.65932324026728
2025-11-07T11:30:12Z,13,68.90117060132839,74.55467802675251,77.7106660950536,103.42118587036599
2025-11-07T11:30:12Z,14,32.50237583442644,36.25103225295282,21.536137929469707,115.57620935995647
2025-11-07T11:30:12Z,15,66.68050686309617,51.33465740592129,94.88599321443183,99.47655340454035
2025-11-07T11:30:12Z,16,58.960965467951354,52.54777900072065,33.53633464830101,114.7413671619118
2025-11-07T11:30:12Z,17,50.13361069191769,78.25015237096656,90.93787113554374,86.35666029412361
2025-11-07T11:30:12Z,18,45.61995566641457,59.50950805877803,45.18067742871467,55.72543430844618
2025-11-07T11:30:12Z,19,38.345858561009116,51.99156434452129,38.92050301525661,163.2304441657128
2025-11-07T11:31:12Z,0,73.36838170194255,98.97998025189618,159.29472351988082,78.37664518967536
2025-11-07T11:31:12Z,1,51.90149027241303,59.20865940788836,31.719503634648504,53.196651781111825
2025-11-07T11:31:12Z,2,60.77345924891576,97.75434258846776,150.4031701490922,72.36454964907182
2025-11-07T11:31:12Z,3,73.69131125758719,86.43583136130489,147.78629418394965,21.472552631607314
2025-11-07T11:31:12Z,4,48.9183812317891,45.72253026015145,43.93208533308084,77.82177670173571
2025-11-07T11:31:12Z,5,69.9058577068286,81.33308007478536,120.61240378651945,0.0
2025-11-07T11:31:12Z,6,78.88426041790721,122.70588960788373,189.99716280071678,27.787412454535335
